gene,p_value,response_mean,non_response_mean,DE.r.nr.,FDR,response_variance,non_response_variance,Checkpoint,cancer
FOXO3,0.601360091980407,3.43749023595792,3.55438759021641,-0.116897354258493,0.961364342267742,0.742467025130395,0.211961247993107,PD-1,Gastric
HTR4,0.87566659285581,0.169978506674303,0.188966806924362,-0.018988300250059,0.985444970542046,0.121682681378367,0.211461359079077,PD-1,Gastric
CEL,0.44391039475855,0.83069673564973,1.16846876634735,-0.33777203069762,0.968674773537615,1.60639912148873,2.76275899777715,PD-1,Gastric
EBF1,0.425020583605735,1.15008816973718,1.32423002403614,-0.174141854298962,0.962234100677984,0.559716254190792,0.421069358832847,PD-1,Gastric
NUP133,0.082992972961624,3.50940819152901,3.71140138929657,-0.201993197767552,1,0.130173195099524,0.154719187362139,PD-1,Gastric
FUZ,0.070079059309881,2.57526063622772,3.12295053648432,-0.547689900256597,1,1.00948579139312,0.830720126160863,PD-1,Gastric
KDSR,0.095325076224219,4.61331200814163,4.29040718032833,0.322904827813298,1,0.463462109060576,0.270469398598249,PD-1,Gastric
CAMK4,0.855205734021846,1.19706053855768,1.16812264032769,0.028937898229993,0.981430657865548,0.242008649467372,0.308643632943414,PD-1,Gastric
SMC4,0.061175546370874,4.8524106981394,5.32645128607659,-0.474040587937192,1,0.652519890820302,0.662816884132095,PD-1,Gastric
WIF1,0.781773554865547,0.244777602941451,0.303354035255468,-0.058576432314017,0.978090522320609,0.670144909518252,0.181391104853993,PD-1,Gastric
NOMO1,0.248702933210778,4.98175165755302,5.38025041043977,-0.398498752886757,0.990629147937887,1.04959298358878,1.56727389269418,PD-1,Gastric
PDPR,0.609344865949438,2.33299274928632,2.45353011120812,-0.120537361921806,0.963127742432402,0.504534829564154,0.726139000698919,PD-1,Gastric
SFPQ,0.099799615621189,6.60125410580432,6.89662904318914,-0.295374937384823,1,0.30650886977618,0.373564548736816,PD-1,Gastric
KDM2A,0.277861747096824,4.63997666492312,4.80857570992326,-0.168599045000138,0.969995826883357,0.286944145567818,0.204007203137715,PD-1,Gastric
CHMP2B,0.319352740881238,5.17797710165431,5.02434911842496,0.153627983229341,0.974516441202508,0.29269056345711,0.187590108660947,PD-1,Gastric
MTAP,0.158946068883517,3.90628218627099,3.57333598426785,0.332946202003145,1,0.605517857807407,0.547564836594213,PD-1,Gastric
UGT1A1,0.509549243677572,2.05511454738342,1.77168118693704,0.283433360446381,0.952003714370901,2.02913368872542,1.8579012329947,PD-1,Gastric
RABGGTA,0.524685538299159,3.79677937924047,3.73036655694034,0.06641282230013,0.951417416032455,0.109636504284498,0.125226452565635,PD-1,Gastric
RSPH4A,0.53301145642397,0.274156207766984,0.349492024887135,-0.075335817120151,0.955819612306,0.196436002347541,0.092085313510558,PD-1,Gastric
A1CF,0.186249770478228,1.57464294144775,2.05316311203842,-0.478520170590671,1,1.34164304945816,1.41507751795379,PD-1,Gastric
SLC34A3,0.215223252302824,0.103550084438639,0.195862284779464,-0.092312200340826,1,0.032863008744938,0.096862716224815,PD-1,Gastric
LSR,0.906347434934604,6.79523143760216,6.75986282142702,0.035368616175147,0.989589983036754,1.2680155174085,0.500729903881925,PD-1,Gastric
DCAKD,0.139186854538959,2.98802461159479,3.15850058927742,-0.170475977682624,1,0.068675444581016,0.24466055313243,PD-1,Gastric
NCEH1,0.646782188988917,3.75700301278243,3.62228927146253,0.134713741319906,0.968600369599648,0.572194898336213,1.45278844024386,PD-1,Gastric
UBASH3A,0.137731551111339,1.24150061265629,0.981770575624409,0.259730037031879,1,0.376883059293054,0.229187777778222,PD-1,Gastric
MARK2,0.497787879703771,3.68468176583413,3.7898820924794,-0.105200326645272,0.950799554347339,0.26926145101222,0.2348178024707,PD-1,Gastric
VAC14,0.384645647628527,4.04972068250036,3.9315946787546,0.118126003745755,0.964433183264035,0.221523517555015,0.155302491392824,PD-1,Gastric
ODC1,0.067397712818504,5.84517031846221,6.2969116379389,-0.451741319476697,1,0.634137002235635,0.613474371493113,PD-1,Gastric
FANCE,0.283517060319631,1.99108830009182,2.15958597889019,-0.168497678798368,0.974273469558197,0.252226589810478,0.271821117357729,PD-1,Gastric
SPTAN1,0.833572675030225,5.97676796630293,6.03426942657953,-0.057501460276598,0.980355334766258,0.839212740211006,0.73758290669905,PD-1,Gastric
DCAF12L2,0.947849794929462,0.055843282383996,0.053980091435519,0.001863190948476,0.997753681568483,0.007518590858719,0.010410640089209,PD-1,Gastric
MYH11,0.727079967339084,3.69025870664397,3.87316062205609,-0.182901915412118,0.974185909241532,3.28298850710632,2.3839958771949,PD-1,Gastric
GALNT5,0.181109629593268,3.28609367552301,2.74185111784777,0.54424255767524,1,1.3513984118818,2.31180195770075,PD-1,Gastric
FBLN1,0.094380794094785,3.99070943464431,4.93444999271105,-0.943740558066736,1,4.4273721210689,1.54451851664687,PD-1,Gastric
TRIM27,0.213661795507413,4.8624214865671,5.05717722673177,-0.19475574016467,1,0.229401240140272,0.299478951372935,PD-1,Gastric
RBM12,0.257813143858704,4.40870663065258,4.61813189433636,-0.209425263683778,0.980008234495,0.398841722711069,0.301052055983109,PD-1,Gastric
EXOC3,0.472083446450599,4.41192039705041,4.49597228149663,-0.084051884446212,0.954395884190016,0.077861237836668,0.247591123390321,PD-1,Gastric
EMILIN3,0.7672433797843,0.514359909637715,0.560923250644462,-0.046563341006747,0.977790714551266,0.345251358705165,0.139547990722129,PD-1,Gastric
NACC2,0.973784495803802,2.4322448736219,2.43792150668464,-0.005676633062743,0.996438173007613,0.311335324560424,0.329547425679141,PD-1,Gastric
GMPS,0.07241239193086,4.37317404380654,4.7311422235791,-0.357968179772554,1,0.433128068010569,0.369522655425471,PD-1,Gastric
SERPINC1,0.73874419629331,1.13283666802965,0.914809619805181,0.218027048224467,0.975801535987602,5.13565348934599,3.66969752354003,PD-1,Gastric
CD274,0.122879089645969,2.57937590935515,1.97344594183147,0.605929967523673,1,1.99139924735474,1.00406043579636,PD-1,Gastric
SS18L1,0.087473386192392,2.67187451348295,2.96400862009228,-0.292134106609324,1,0.213896019866354,0.435226446915463,PD-1,Gastric
TUBGCP2,0.857630427003364,4.57942422199945,4.5485710682425,0.030853153756954,0.980558516429023,0.365031393178767,0.240126499807641,PD-1,Gastric
RGS7,0.357176256600613,0.421086692559517,0.592659641860668,-0.171572949301151,0.968085998303949,0.301520672480419,0.467110373017264,PD-1,Gastric
LRP5L,0.853323809703446,1.65142297276309,1.68670905775766,-0.035286084994569,0.982199629935293,0.261865314824107,0.58271964782478,PD-1,Gastric
PXN,0.480958498510987,5.26890043144241,5.37990347117362,-0.111003039731209,0.95725353388192,0.303894208945364,0.201173986233095,PD-1,Gastric
SLC2A13,0.321168197635877,1.90367036163952,2.11403704714293,-0.210366685503415,0.971391827623639,0.631810785792686,0.233874098150716,PD-1,Gastric
ZNF525,0.072791555242383,2.18749487762299,2.61758398129129,-0.430089103668309,1,0.600355304470392,0.575582070539855,PD-1,Gastric
ZNF571,0.187348375806034,1.51028989235446,1.69530020754991,-0.185010315195447,1,0.161106842752637,0.274502606948565,PD-1,Gastric
HOXD11,0.250657722645516,0.257963816127712,0.624450409454114,-0.366486593326402,0.989455292340442,0.782579661123587,1.50900526081689,PD-1,Gastric
SNAPC4,0.159266391171091,1.8625685846924,2.12238675611921,-0.259818171426804,1,0.415412153073125,0.263475182129298,PD-1,Gastric
CD40,0.991359377253559,4.07552261358712,4.07291167814248,0.002610935444635,1,0.719973559364403,0.468353905570569,PD-1,Gastric
TPRKB,0.790693148035811,5.05439322413718,5.01001459983655,0.044378624300631,0.977728595502917,0.259761882739242,0.357019743060033,PD-1,Gastric
SMAD3,0.335513393595028,3.71131574154925,3.97211830985996,-0.260802568310711,0.972736100639446,0.767988600351334,0.784119631579878,PD-1,Gastric
SMARCE1,0.081315041007813,5.94970577811643,6.15813575735201,-0.208429979235582,1,0.118538539309883,0.191167956121821,PD-1,Gastric
NOTUM,0.987976280004045,1.30237133124644,1.31008814091498,-0.007716809668541,1,2.45604613779559,3.32376764698181,PD-1,Gastric
VCL,0.545564915729075,4.63083815447452,4.75387077303949,-0.123032618564968,0.964290686297257,0.3755767335164,0.539610148535643,PD-1,Gastric
ZC3H6,0.42554149725233,1.04497524725865,0.90970562172043,0.135269625538221,0.961292934732152,0.270638179696493,0.358418048017811,PD-1,Gastric
ZNF365,0.296022026733014,0.322594229990129,0.187102330797347,0.135491899192782,0.982167909817834,0.263614414964024,0.044957215422762,PD-1,Gastric
ATF7IP,0.340646149464231,3.15172347855262,3.34614476675684,-0.194421288204221,0.975673948093364,0.341565199221095,0.589743688575279,PD-1,Gastric
SLC7A11,0.68885992845603,1.97599865277811,2.09692286460061,-0.120924211822499,0.970265196576449,1.04228559220506,0.86406732776104,PD-1,Gastric
PANK1,0.354377275430481,2.87259915957497,2.69522814079176,0.177371018783205,0.969891227600402,0.470428319584039,0.260987006099102,PD-1,Gastric
MIER3,0.42626576044365,2.861871760132,3.02281368404684,-0.160941923914834,0.960814257983894,0.487846872360143,0.350645743785131,PD-1,Gastric
RNF157,0.751151273580242,1.51261851856616,1.43798636715792,0.074632151408247,0.975862772723024,0.613702693364088,0.555156390779909,PD-1,Gastric
C3orf52,0.175048291520838,3.47274231264472,3.18628017470847,0.286462137936249,1,0.364378534499949,0.621664365088449,PD-1,Gastric
GALE,0.757296509771305,6.25460668856948,6.35378573649572,-0.099179047926238,0.976021747001192,1.1441085087364,1.0282188924063,PD-1,Gastric
TBC1D5,0.315008484451254,3.13111631550644,3.31676872402877,-0.185652408522331,0.974785048869762,0.355816871519146,0.366782311392431,PD-1,Gastric
CCDC50,0.695991704856978,4.16931105357637,4.24702783830455,-0.077716784728187,0.975846292921054,0.380240324374362,0.484747208063356,PD-1,Gastric
PTX4,0.2525434519005,0.020246655504627,0.037794991733128,-0.017548336228502,0.986778284773654,0.002126014089666,0.003002687103771,PD-1,Gastric
SH2D1A,0.059195255788773,1.76401939574434,1.32224107804373,0.441778317700605,1,0.620053254149093,0.471072816971011,PD-1,Gastric
NTHL1,0.66190388796646,4.23577420220056,4.14112605718898,0.094648145011584,0.970477176689871,0.468927268305755,0.544968158056898,PD-1,Gastric
GBX1,0.842995175803151,0.08086851696667,0.067697366440854,0.013171150525816,0.980575045824671,0.050903757144519,0.041499589650518,PD-1,Gastric
ZIC4,0.351532823609154,0.125120088955532,0.252178013240816,-0.127057924285284,0.970735034881242,0.121106936055198,0.311926609173844,PD-1,Gastric
ERI2,0.459410899659175,3.5038890167935,3.65473188986898,-0.150842873075488,0.965546866928738,0.483194231329413,0.376320225936797,PD-1,Gastric
SCRN1,0.087270957444326,3.46648369890105,4.00205855355669,-0.53557485465564,1,1.13760411205408,0.819085113641074,PD-1,Gastric
RRAS2,0.783173173760866,3.81234850013939,3.87767759690967,-0.06532909677028,0.976666748485098,0.808361578617511,0.284116258487549,PD-1,Gastric
RPL17,0.243340786419826,10.3238799748734,10.058366135315,0.265513839558398,1,0.533504004823458,0.560336608056185,PD-1,Gastric
C17orf49,0.752211286874538,6.06129492154532,6.00486053997307,0.056434381572251,0.976827731879672,0.444124015775703,0.182449665042606,PD-1,Gastric
ESCO2,0.259017071445389,2.56462203119556,2.88914895813589,-0.324526926940334,0.980951491980754,1.11291332511639,0.496833677884515,PD-1,Gastric
ANXA1,0.105835583992849,6.99507488538362,6.38807871024663,0.606996175136982,1,1.79420311586474,0.944309289845577,PD-1,Gastric
POU6F2,0.492326320955696,0.455789413002141,0.661106126090549,-0.205316713088408,0.95337908315886,1.09212986885518,0.730791700410018,PD-1,Gastric
PRF1,0.348517183152339,2.98381786610321,2.6857860275708,0.29803183853241,0.972877975454263,1.11984781617685,0.988238815731948,PD-1,Gastric
NF1,0.405847946330218,3.1492279493219,3.37239063601107,-0.223162686689172,0.970190859278525,0.603559766565205,1.00743000382202,PD-1,Gastric
UBA7,0.010832306280477,4.84652722037052,4.26636233989804,0.580164880472479,1,0.396706657916871,0.689118962407428,PD-1,Gastric
SYT15,0.510878547633827,0.669184561715655,0.563784196455904,0.105400365259752,0.952176179276364,0.345773929641997,0.161599455743727,PD-1,Gastric
SMPD3,0.773767945275216,2.92833330055676,3.04986095167908,-0.12152765112232,0.976806684502825,1.92878397250869,1.87177810835839,PD-1,Gastric
TBC1D9B,0.358999016509087,5.0019807224821,5.14374626992659,-0.141765547444487,0.967067341934801,0.243134069735434,0.266763725828814,PD-1,Gastric
PLCD4,0.886937822691666,0.649782926563914,0.623533424795418,0.026249501768496,0.982684978793681,0.569132142048807,0.049706585935835,PD-1,Gastric
HS3ST5,0.316953654931602,0.124257536682393,0.219090479694781,-0.094832943012388,0.975900303534403,0.043632688014673,0.172905465354867,PD-1,Gastric
SH2D4A,0.599323439169852,4.06006516351389,4.21962409216984,-0.159558928655942,0.965628921613801,1.08057938301326,0.829860449875759,PD-1,Gastric
NAT1,0.7172434932484,3.560524909637,3.43956868608127,0.120956223555728,0.978463764161198,1.14311650309825,1.25927436048145,PD-1,Gastric
EIF3C,0.761399855085466,7.52965906069109,7.60708118146879,-0.077422120777705,0.976405728366577,0.553121078986049,0.907636073264452,PD-1,Gastric
FSTL3,0.688461010673044,3.50923918709681,3.68528709878379,-0.176047911686979,0.971926387832326,2.07220518754274,2.02672136739503,PD-1,Gastric
CDR2L,0.663773911873268,3.59424975066074,3.7249738423856,-0.130724091724862,0.969525557238042,0.883416488320858,1.08526990349237,PD-1,Gastric
IFI35,0.135032745403523,5.77402514753295,5.41772585213412,0.356299295398832,1,0.685187010779404,0.446807562814016,PD-1,Gastric
CSRNP3,0.065997948518561,0.358757502611113,0.555183753206981,-0.196426250595867,1,0.08488200869027,0.166355328386792,PD-1,Gastric
BUB1B,0.105670134756683,2.94685177902523,3.43067297674497,-0.483821197719736,1,0.967642919089611,0.861118249384787,PD-1,Gastric
LIMCH1,0.755522275597739,2.41665099368862,2.50626868428031,-0.089617690591693,0.975777301411678,0.879891061257976,0.888597436187383,PD-1,Gastric
TMEM71,0.550587790951816,1.95928804248358,1.78436389656115,0.17492414592243,0.963763393030495,0.919425251675921,0.903235645343794,PD-1,Gastric
ZNF132,0.619867578428378,1.19863347737773,1.26665231090345,-0.068018833525721,0.963438805644107,0.224425991311252,0.163012531902165,PD-1,Gastric
EYS,0.259384873524096,0.288233269867105,0.128700611518844,0.15953265834826,0.979933773718639,0.331859353950216,0.024670332013231,PD-1,Gastric
ZNF678,0.246247458113974,1.64698702316883,1.83104602750646,-0.184059004337633,0.998940610715316,0.176604792909258,0.399604219765952,PD-1,Gastric
ULK2,0.179566604045541,1.85759728789722,2.14885913810947,-0.291261850212253,1,0.576669465862461,0.363067982472946,PD-1,Gastric
PTGS2,0.526777713397234,2.6657594984306,3.10638191816672,-0.440622419736123,0.953526501793112,4.69410618653129,5.84548448404031,PD-1,Gastric
MSH4,0.808591082275406,0.091437059760539,0.10699123167695,-0.015554171916411,0.980177930049597,0.042804000161132,0.045780491586754,PD-1,Gastric
TRAK1,0.839158322016999,4.59411559024152,4.64698124610722,-0.052865655865694,0.979442181004678,0.745646268951859,0.690507337323211,PD-1,Gastric
ZBTB34,0.10246886327083,1.81088472895157,1.96849811722221,-0.157613388270638,1,0.098372429376479,0.09329518505747,PD-1,Gastric
PRDM16,0.462360770372541,1.78906786435533,2.00962633927028,-0.22055847491495,0.96059973817615,1.07803214608146,0.767544060617913,PD-1,Gastric
LTB,0.424687772478897,4.6175984088453,4.27602706639138,0.341571342453923,0.962896650561506,2.07469707746707,1.73323902796834,PD-1,Gastric
ZNF285,0.598452783394917,0.877678345217014,0.96329576879194,-0.085617423574925,0.965236312243557,0.342062743991841,0.188218135316866,PD-1,Gastric
PDGFRA,0.404817280557071,3.56435750913395,3.85642628134795,-0.292068772213993,0.969986308821183,1.0540440711669,1.68008552546214,PD-1,Gastric
MAPK11,0.835648630695211,2.45447427776321,2.51616335269934,-0.06168907493613,0.98092342123925,0.926218026591072,0.96965621445879,PD-1,Gastric
WRN,0.588643779555338,2.19450714653598,2.29354033260983,-0.099033186073855,0.96560159683052,0.442714966073587,0.225279204064755,PD-1,Gastric
ZCWPW1,0.996184513009337,1.53897655243111,1.53822965137157,0.000746901059542,0.99975623062443,0.278461963066964,0.232830705934141,PD-1,Gastric
CYP26C1,0.602888156399187,0.051948189563909,0.035969509624051,0.015978679939857,0.963307023120444,0.013059982628726,0.005416205059999,PD-1,Gastric
APOL1,0.269720287566455,6.23352129734004,5.81255378853118,0.420967508808865,0.973585891462035,1.65790579703925,1.33657521841017,PD-1,Gastric
CELF3,0.330825850781464,0.543502618944562,0.877154120004853,-0.333651501060291,0.974749085699644,1.01833783551618,1.58603929614403,PD-1,Gastric
ALG3,0.074802554468581,4.99446506006685,5.37966355109282,-0.385198491025965,1,0.43084864150576,0.556740372132254,PD-1,Gastric
FAM69A,0.85497503374857,2.97164512580514,3.00444606051066,-0.032800934705529,0.981531740832157,0.383753503904016,0.282373810309255,PD-1,Gastric
ARL2,0.879984007857163,5.7908268421122,5.75774278219424,0.033084059917957,0.983831067607918,0.452256754671806,0.60436311415909,PD-1,Gastric
LAP3,0.018371681181955,6.4530324173823,5.96476222378399,0.488270193598305,1,0.630679589763377,0.119242232779365,PD-1,Gastric
ENO2,0.37382830115914,3.67248862783836,3.38911653030074,0.283372097537618,0.962389079656347,0.982116187046228,1.21405244357466,PD-1,Gastric
NEIL1,0.995325578264675,2.95461568154407,2.95327000056336,0.001345680980713,1,0.571429865970396,0.550662516693553,PD-1,Gastric
CD19,0.485573246690283,1.084101536433,0.898728411064549,0.185373125368447,0.952887206220128,0.958152583686922,0.43165723607086,PD-1,Gastric
KIT,0.515132977833299,2.04909164354657,2.24807273259388,-0.198981089047317,0.952609272521759,1.09895053417267,0.830400521023151,PD-1,Gastric
SEPT9,0.559682131609234,6.45453989016846,6.58941255338064,-0.134872663212184,0.968124316418445,0.499197966319923,0.674329769262929,PD-1,Gastric
PLA2G4F,0.22471182610799,1.81353520177773,2.23596209347574,-0.422426891698009,1,1.38474991267453,1.09473319152947,PD-1,Gastric
PTPMT1,0.131019780477482,5.54752598883707,5.25315039111585,0.294375597721229,1,0.350026282650875,0.463540679996349,PD-1,Gastric
ZNF300,0.111232226295998,1.67062977343024,2.06116721843388,-0.390537445003637,1,0.74720855179564,0.432878686051611,PD-1,Gastric
PARP4,0.702434013630025,4.66122133212088,4.58028240275213,0.080938929368754,0.974670720129269,0.500728894862989,0.444091201596331,PD-1,Gastric
CYP1A1,0.060915564781686,0.213936597375116,0.888117717162912,-0.674181119787797,1,0.146465571462593,3.12816888225101,PD-1,Gastric
SALL1,0.780653841864443,1.18166930290149,1.2511802021898,-0.069510899288308,0.977881683930276,0.539938454373805,0.855168317668769,PD-1,Gastric
KIF20A,0.051464071925923,2.74167302009211,3.14218655487227,-0.400513534780164,1,0.476427416163448,0.363163363157652,PD-1,Gastric
ZXDB,0.091510380138279,1.77831728061213,1.99167563166849,-0.213358351056358,1,0.226883331568188,0.070384046584792,PD-1,Gastric
ANKRD20A4,0.689623813199802,0.228439907308321,0.188718673417175,0.039721233891145,0.97089699169739,0.079332344698814,0.145283062230536,PD-1,Gastric
ATP4A,0.524018849251671,2.01408681193991,1.42430788722557,0.589778924714347,0.953578035960931,10.9491727538675,6.27921902814044,PD-1,Gastric
ADPRHL1,0.889948878838187,1.44546353709263,1.47297212667385,-0.027508589581224,0.984250214778297,0.252192465865668,0.681272904530069,PD-1,Gastric
PLD5,0.341344625805501,0.118934226416281,0.051350118767064,0.067584107649217,0.975858962725289,0.076108983574253,0.018379439220023,PD-1,Gastric
TTC39A,0.112798449270838,3.79236611744516,4.40606253543986,-0.613696417994698,1,1.92763316281001,0.977880115774648,PD-1,Gastric
CREB3L2,0.434497213798846,3.05095978799728,3.19717147707304,-0.146211689075763,0.966630723473011,0.40040006383665,0.325964518706802,PD-1,Gastric
RAB8B,0.39648935317354,3.53091748435497,3.35490637421175,0.176011110143214,0.977414506342138,0.53210025679757,0.339933783294878,PD-1,Gastric
TLR9,0.306137879726891,0.22319398747785,0.125990850166075,0.097203137311775,0.975774877514593,0.144020490341787,0.020361858012671,PD-1,Gastric
CHMP6,0.621258748274727,3.96646031430831,3.902575903323,0.063884410985315,0.964627173947496,0.148942923570211,0.222364375252383,PD-1,Gastric
CAPN10,0.952669581817308,3.53700059636067,3.52820299946515,0.008797596895525,0.997710762726358,0.251062500091348,0.209211644917473,PD-1,Gastric
NWD1,0.621099769753534,0.344864244570149,0.285119251627831,0.059744992942319,0.964866897614092,0.169077158708525,0.134764676198392,PD-1,Gastric
SYCP3,0.370470876230478,0.351929793383708,0.516151473907051,-0.164221680523343,0.965042155595297,0.297032504826766,0.4450852128455,PD-1,Gastric
KIAA0556,0.182473739009566,2.56342247493799,2.88608966737938,-0.322667192441393,1,0.526689941031883,0.743411497725616,PD-1,Gastric
ALB,0.479561901671261,3.11341831801877,2.41968744052155,0.693730877497217,0.958190198082941,12.3092504903456,7.01909950714936,PD-1,Gastric
CPA3,0.395983401243419,3.56005251940501,3.09733472236816,0.462717797036849,0.979303528055008,2.98931982184859,3.3845553441654,PD-1,Gastric
NHP2,0.482664271902902,6.67135028593986,6.7858076245677,-0.114457338627836,0.955092090738455,0.271951647673445,0.297685637189682,PD-1,Gastric
BCL2,0.060855443809696,1.78581869372649,1.48702801035749,0.298790683368998,1,0.363643117564013,0.101947531129545,PD-1,Gastric
EXT1,0.466162029574025,4.28746243982438,4.44441107571199,-0.156948635887605,0.960075511075867,0.497524784192346,0.483753647589051,PD-1,Gastric
SMO,0.141895155778763,1.81799540502486,2.21975212025051,-0.401756715225654,1,0.876809044064343,0.628545296157524,PD-1,Gastric
RRP12,0.516925326273692,3.05386330994656,3.19423696889378,-0.140373658947217,0.9530617243094,0.577357247730678,0.377498092432899,PD-1,Gastric
EHMT1,0.033777664947013,4.24160590723743,4.55290452684164,-0.311298619604217,1,0.182297485568148,0.271730840420575,PD-1,Gastric
HEPH,0.755115590565184,3.46046872289205,3.60490351955477,-0.144434796662714,0.977301766855907,2.31662932514413,2.24063877437418,PD-1,Gastric
PXDN,0.103535242224965,3.50720720999425,4.09243590147532,-0.585228691481069,1,1.26503062941659,1.44729179717852,PD-1,Gastric
FRG2B,0.325604386372613,0.118588167683652,0.020077197958012,0.098510969725641,0.97144952097023,0.174127599976845,0.001797864412636,PD-1,Gastric
PIK3CB,0.774256374900017,4.05660620939201,4.10278561051233,-0.046179401120316,0.97702269603162,0.294590295695635,0.248771264925301,PD-1,Gastric
DLL3,0.497356847871999,0.299597585164529,0.487043768526267,-0.187446183361738,0.951747504411364,0.700060219608158,0.978117436126879,PD-1,Gastric
ATG7,0.346661717247169,4.07744541179239,3.93087671081836,0.146568700974038,0.973879039602219,0.270201548518011,0.234930698399194,PD-1,Gastric
KIFC1,0.064411256266668,3.44472997652535,3.93566428475317,-0.490934308227815,1,0.894272502511908,0.459804385831945,PD-1,Gastric
FNIP1,0.867612329179637,2.502382845572,2.47286210625676,0.029520739315242,0.981042365605619,0.375272307530136,0.272650857822111,PD-1,Gastric
ERCC5,0.645773399253706,4.89079111797269,4.96080090847053,-0.070009790497844,0.968502823332762,0.142641538950962,0.406719659623914,PD-1,Gastric
ANKRD29,0.470632348377167,2.46665113195758,2.27626384425964,0.190387287697935,0.956486469078084,0.874107767653219,0.532088829884187,PD-1,Gastric
RGPD4,0.520889519843703,0.010017835563414,0.003950569483653,0.00606726607976,0.950692846235188,0.001448323050731,0.000185080732813,PD-1,Gastric
CAD,0.238650034264604,3.3445978790407,3.58724897310481,-0.242651094064119,1,0.345769095634047,0.59758889945552,PD-1,Gastric
KLF15,0.815952889240104,1.29169619670651,1.36596744657495,-0.074271249868436,0.981758087522578,1.02546442202386,1.17932731423902,PD-1,Gastric
NSD1,0.236746844925372,3.24741254475324,3.55634034424148,-0.308927799488236,1,0.649947960965726,0.816741636250629,PD-1,Gastric
ARHGEF15,0.696288895564482,2.01422950884723,2.11751132379601,-0.10328181494878,0.9758186205931,0.877773672226965,0.544599416396246,PD-1,Gastric
PRDM2,0.08976626030031,3.04836248673209,3.25827829652925,-0.209915809797156,1,0.134335663703915,0.194075160838811,PD-1,Gastric
GJB2,0.274738945581503,4.02491269720005,3.63463134735785,0.390281349842194,0.97681433423262,1.35938498941713,1.32061180061778,PD-1,Gastric
CAPN14,0.768704567654621,0.141787660469501,0.119802773164029,0.021984887305472,0.976419704541493,0.084484933183695,0.021552712760859,PD-1,Gastric
PKHD1,0.798815064869206,0.374485420079813,0.416781967969762,-0.042296547889949,0.977564222866568,0.41384537072367,0.110075176623084,PD-1,Gastric
BFAR,0.238387649179271,5.28560920963311,5.43297634720091,-0.1473671375678,1,0.197252282427759,0.113313049027887,PD-1,Gastric
RPL21,0.208911729691415,9.70370442468435,9.43714005547048,0.266564369213865,1,0.558752929260643,0.338197574028332,PD-1,Gastric
TANC2,0.225109244419002,1.58712887948138,1.91748868026607,-0.33035980078469,1,0.760130090599087,0.805712692535188,PD-1,Gastric
ARHGEF37,0.831214651061892,2.53521031006254,2.4675370492864,0.067673260776142,0.981330487200754,0.997159812203834,1.19544093777587,PD-1,Gastric
AKNA,0.600115568904361,3.59101442511863,3.5021838161387,0.08883060897993,0.963878892361256,0.31814064120208,0.286230195654728,PD-1,Gastric
FNDC1,0.952964684978295,1.34684370765447,1.31912581120484,0.027717896449636,0.997680470944635,2.93289177592175,1.47685525210702,PD-1,Gastric
NPLOC4,0.34386007596782,4.74588463671,4.90609987478878,-0.160215238078784,0.975802003599001,0.244737415323994,0.391157056906011,PD-1,Gastric
PSG8,0.452101872324355,0.09155176843548,0.018867785882831,0.072683982552649,0.966010870844336,0.162467294831997,0.002158741449582,PD-1,Gastric
SOS1,0.237414647530245,3.20606884099951,3.58025010787362,-0.374181266874113,1,0.742573787726765,1.52853692698802,PD-1,Gastric
TXNDC17,0.214840563065322,7.72370199635764,7.49156823681905,0.232133759538584,1,0.424516143018886,0.279499904793034,PD-1,Gastric
OXCT1,0.017642386460244,3.96751878184838,3.30280374988481,0.664715031963568,1,0.865420782091391,0.658066252897287,PD-1,Gastric
BAZ1A,0.902241130385507,4.08878277995015,4.06731078737636,0.021471992573794,0.989316396174137,0.270875511860185,0.410707414318622,PD-1,Gastric
NACA,0.985787485558823,9.73241856480057,9.73528935471403,-0.002870789913461,1,0.322939658371993,0.207365681030334,PD-1,Gastric
MRPL35,0.879679728326409,5.06109590704455,5.08980876513413,-0.028712858089584,0.983848123326194,0.461871390591852,0.264834200502027,PD-1,Gastric
ZBTB7A,0.757346089667641,3.53913626338663,3.5987912669345,-0.05965500354787,0.975677242714087,0.471570671701799,0.284256795888974,PD-1,Gastric
HGF,0.824987584833466,2.05165069273543,1.98971295592841,0.061937736807019,0.983405642161146,0.971382448628354,0.631456770660098,PD-1,Gastric
MED1,0.167506660558346,3.31964796237225,3.51313919028329,-0.193491227911039,1,0.176420676154231,0.249033458821442,PD-1,Gastric
ITGA7,0.307228244264184,2.33044161238403,2.66793399550294,-0.337492383118902,0.976218538791975,1.39510104854113,0.780362833060581,PD-1,Gastric
NR2C1,0.959521907689885,4.23860452001914,4.22730848941997,0.011296030599167,0.997760200532643,0.630613330828308,0.373050460835244,PD-1,Gastric
DNMT1,0.325830258512551,4.59419414298661,4.85826350036651,-0.2640693573799,0.971182348460932,0.602020467971145,1.00763586980307,PD-1,Gastric
ZBTB24,0.825055021557419,1.97014297319464,1.94879193591224,0.021351037282401,0.983105422358859,0.136449404712202,0.043085717870209,PD-1,Gastric
CNST,0.268865751201653,2.76696196085774,2.93829254196915,-0.171330581111414,0.977376207733046,0.188786596983746,0.350350942763631,PD-1,Gastric
