MP5	MP4	MP2	MP1	MP3	MP6	cancer	pop	depmapID
-4.13110828614969	-2.49616143588515	-1.86608687354122	-1.66525074112288	-2.21266968540409	-4.0033452800936	KIRC	NA	ACH-000600
NA	-2.44459274199846	-1.61282719149817	-1.1080621910589	-1.19932403910372	-2.47521189236131	ESCC	EAA	ACH-000605
NA	-3.11534604688741	-1.42482224501052	-0.532949253110923	-1.60137621959043	-2.07591470968714	OV	EA	ACH-000608
-3.77088663143086	-2.11930151756493	NA	-0.878333343163835	-1.2825538051762	-3.33631072178834	GBM	EA	ACH-000609
NA	-0.69309483949149	-4.07900522504354	-1.46382909684607	-2.4701755020604	-3.05583239757599	STAD	EA	ACH-000616
NA	-0.012033775874279	-2.78296356468622	-1.48740342747418	-1.90018281501818	-3.12403696726312	OV	EA	ACH-000617
NA	-2.35815224674188	-2.3860994030857	-1.2634927655578	-1.60805276435149	-2.36287616956391	LIHC	EAA	ACH-000620
-4.84537346294714	-3.59203046378651	-3.3693081598945	-1.60582687876291	-2.16690470032468	-3.47518538058247	BRCA	AA	ACH-000621
NA	NA	-2.80495877615476	-0.59275336424861	-1.14607492481184	-2.18891858205887	GBM	NA	ACH-000623
-3.83090699458426	NA	-1.42890539791414	-1.40207016365129	-2.72784189808458	-2.03372290314918	BRCA	AA	ACH-000624
NA	-1.62383003243905	-3.33179691134897	-1.6793654315367	-2.60508297664029	-2.4294089591704	LIHC	AA	ACH-000625
NA	-1.39180533855754	-0.263045130355549	-1.47734380338753	-2.44941195174994	-2.79856065411722	LUAD	EA	ACH-000628
NA	-1.88916171290132	-2.93455246485184	-0.959882466292027	-1.7145613996737	-3.80037117566779	GBM	EAA	ACH-000631
NA	-2.96940643442123	-2.47193117100924	-1.65583669742516	-1.67082729852867	-2.8012556307466	STAD	EAA	ACH-000633
NA	-1.93920008092373	-1.81884584719965	-1.05984940865953	-2.23156368973437	-4.32709377178329	OV	NA	ACH-000635
NA	-2.18060071090974	-1.40206857736962	-1.22594129906383	-1.2977208506801	-2.96786886395251	ESCC	EAA	ACH-000637
NA	-0.940952005016045	-1.10951876949047	-1.97145488873262	NA	-2.84272147578178	LUAD	EA	ACH-000638
NA	NA	NA	-0.967091374523132	-0.944184494621289	-2.8708763882759	BRCA	AA	ACH-000642
NA	NA	-0.601070762803689	-1.64508892150149	-2.83924792444857	-2.68372429141896	BRCA	EA	ACH-000643
NA	-1.93498186209294	-1.24752999153187	-0.803775016893472	-1.39239105170058	-2.95558735310897	OV	EAA	ACH-000646
NA	-2.30525910509744	-2.14725474115698	-1.34361235409854	-1.74309488254472	-3.0141886488709	ESCC	EAA	ACH-000647
-4.1014819466462	-3.90384069583101	-2.79034461585453	-1.68688609100196	-2.96922023686978	-3.72650199194411	KIRC	EA	ACH-000649
NA	-1.84664757119395	-0.964459097072763	-1.14928704547175	-0.363352848491494	-2.73792457494393	COAD	EA	ACH-000651
NA	-2.11435399829018	-2.92536131596579	-1.09465659255028	-2.55418872021616	-2.57793029679852	GBM	NA	ACH-000655
NA	-4.73657669551414	-0.95692434562415	-1.10721293449093	-1.93263269550772	-2.29017161424301	OV	EAA	ACH-000663
NA	-0.662269756900439	-1.0733052810517	-1.13955721535109	-1.99504938852932	-3.41821882082247	LUAD	EA	ACH-000666
NA	-0.705215442552648	-1.20342556997897	-1.8348830961019	-2.98649573932515	-3.31985584339291	LUAD	EA	ACH-000667
NA	NA	-1.78324628356705	-0.79627408583822	-1.48197091674618	-2.21617526898707	BRCA	AA	ACH-000668
NA	-2.89448768289182	-2.86552333927846	-1.81352587372121	-1.74823822131487	-2.75860049541801	LIHC	EAA	ACH-000671
NA	-2.9944255062796	-3.31747802987689	-1.70960288964816	-3.59468482911054	-3.27483693760328	STAD	EAA	ACH-000674
-4.55670423564491	-0.646781691746307	NA	-2.30105148395264	-3.97134216350783	-4.01649928839272	LUAD	EA	ACH-000675
-3.80423812095938	-3.55896959708783	-1.90697156418594	-1.49263479901675	-1.80076673201132	-2.75780581121547	LUAD	EA	ACH-000677
-3.60042424541181	-1.73822879523149	-1.50165776131221	-0.829826226465604	-1.35009389557686	-2.29295609510035	STAD	EAA	ACH-000678
NA	-4.07517377664884	-2.34462102692301	-0.742763480663136	-1.70981873885394	-2.08536317378268	ESCC	EA	ACH-000679
-2.61190105114022	-1.88133205996002	-2.2849422656332	-1.10679278809139	-2.05711210920968	-3.44536558969332	COAD	EA	ACH-000680
-1.3175721506206	-0.282699925449764	-2.95607677054184	-1.92647545535836	-3.73889509364971	-3.53098223675969	LUAD	EA	ACH-000681
NA	-0.845758633444502	-2.41994169909709	-1.6627217964375	-1.46779941348846	-3.40455746479398	COAD	NA	ACH-000683
NA	NA	NA	-1.54929535176886	-1.43853807797322	-2.94307206207717	KIRC	EAA	ACH-000684
NA	-2.99976006630131	-2.37557052618879	-1.45002724842543	-2.14207389931829	-2.56300409233473	LIHC	NA	ACH-000686
NA	-2.27701331075408	-2.36612360751883	-0.729015751978845	-0.83764344723924	-2.33353895867933	OV	EA	ACH-000688
NA	-3.05954938062108	-1.33938758280885	-1.46265656936207	-1.77724422322363	-3.0592980080592	BRCA	AA	ACH-000691
NA	-2.33759979245916	-0.674409412388485	-1.46275199756278	-0.664725931725551	-1.44233179773167	ESCC	EAA	ACH-000693
NA	-3.76900901689503	0.0339745924184367	-1.38256725720462	-2.52149933538121	-2.28511789682908	ESCC	EAA	ACH-000694
NA	-2.19787736542051	-2.56581640657108	-1.94542013097611	-2.1910639424223	-6.13017598165378	OV	EA	ACH-000696
NA	-2.93483220290273	-0.653493862692358	-1.99424295897668	-2.98457626625252	-3.0925831534415	BRCA	EA	ACH-000699
NA	-3.19252466408378	-1.49136588223584	-1.11784739393989	-2.15592038202329	-2.82058950134987	OV	EAA	ACH-000701
NA	-2.30771071087731	-2.64546449135154	-1.19370578978282	-2.36242436577059	-4.3478585443249	OV	EA	ACH-000704
NA	-1.12544159307472	-2.36460437186874	-2.08617921276396	-2.87785756676791	-4.61553875000604	LUAD	EA	ACH-000706
NA	NA	-2.98579576119177	-0.450733866229271	-2.42049766907934	-2.98679636607192	COAD	NA	ACH-000708
-3.67813189701839	-3.92122249406516	NA	-1.43998666532967	-1.89467484723576	-3.7674331370856	KIRC	EAA	ACH-000709
NA	-1.6265946184912	NA	-0.847271105145938	-1.74783671660542	-2.99515107770203	LUAD	EA	ACH-000710
NA	-2.296794538019	-2.02813563636961	-1.66096372744997	-2.24896503653336	-4.09872935274392	BRCA	EA	ACH-000711
NA	-0.88520868880815	-2.34947808343401	-1.77875957889812	-2.16059110315606	-3.01308097733244	LUAD	NA	ACH-000712
NA	-2.37406435698104	-3.05338016889051	-1.50063908839799	-2.0038860259026	-3.68581858440082	OV	EA	ACH-000713
NA	NA	-0.275744513754058	-1.34251959112759	-1.64490837315096	-2.06390540816287	THCA	EA	ACH-000716
NA	NA	-0.319717901720928	-1.04060133759392	-1.659053686693	-2.43647564258005	ESCC	AA	ACH-000717
NA	-0.551908930258399	-1.70159447276088	-1.717380465418	-3.38978584620641	-2.86751222967094	LUAD	EA	ACH-000718
NA	-2.0142456499228	-2.15728923739932	-1.01367522305856	-1.73009098469832	-2.39667657477349	OV	EAA	ACH-000719
-3.13538862055537	-1.61188854257214	-2.11196342981799	-1.5965782643963	-1.37488328435323	-4.79335503700755	BRCA	EAA	ACH-000721
NA	-2.84069149186646	-1.56507057419269	-1.58413845911218	-2.98302259251632	-2.67746959748781	COAD	NA	ACH-000722
NA	NA	-0.393637290748331	-1.9061071957928	-3.01233319467914	-3.42400612351498	BRCA	EA	ACH-000725
NA	NA	-0.882817933774985	-0.865102249659187	-1.66732416615159	-2.0671985599808	ESCC	EAA	ACH-000726
NA	-3.17343586978741	-1.23077951695606	-0.594966536424786	-0.991024768487024	-1.91226124139724	LUAD	EAA	ACH-000731
NA	-0.726265400278114	-1.61405401901228	-2.2243601888686	NA	-3.62452767068995	LUAD	EA	ACH-000733
NA	-1.3717024924217	-2.07338299676792	-1.33598677282999	-2.11542467132742	-3.30566534834196	LIHC	EAA	ACH-000734
NA	-2.17794205521377	-2.10663247072627	-0.88499439663644	-2.56781552146892	-2.58500861523258	STAD	NA	ACH-000736
NA	-1.9788352866614	-1.54606042259429	-1.17860762056002	-1.04824232657782	-2.79422973201321	GBM	EAA	ACH-000738
NA	-2.69274946699076	-3.55817061676113	-1.36466544296806	-2.31172995517378	-3.03669693705568	LIHC	NA	ACH-000739
NA	-0.309245018986361	-1.87186229361528	NA	-2.0650783738657	-3.54720351624853	LUAD	EA	ACH-000744
NA	-3.0452615985766	-1.97213098126803	-1.00120147186556	-1.5086125581704	-2.28420432331872	STAD	EAA	ACH-000746
NA	-2.66851865842036	0.337182704509181	-1.17143597060247	NA	-2.09567329332291	BRCA	EA	ACH-000755
NA	-2.16064155163712	-1.23670912874994	-0.586936284520388	-2.44451544217491	-2.90891326280615	STAD	EAA	ACH-000758
NA	NA	-1.34492735143461	-1.01287260475623	-1.81882441199924	-2.53941002409266	BRCA	AA	ACH-000759
NA	-1.96118989262648	-2.31032801942255	-1.20036151670233	-1.4179855630989	-2.85939623418777	STAD	EAA	ACH-000761
-3.56468136777339	-1.19763514677267	-1.3603811894598	-1.64773229102749	-0.619339988209159	-2.99880085968047	STAD	EAA	ACH-000764
-5.1516631238373	-0.801229065527312	-1.83172834132763	-1.53376476328911	-2.3333431175589	-3.30745435923135	LUAD	AA	ACH-000766
-4.43780312037413	-1.36909055470746	-0.800842304659473	-1.52428326744689	-1.640518843359	-3.11916620131196	BRCA	EA	ACH-000768
NA	-1.19678191264837	-2.90886237706105	-1.53113134708908	-1.56657970790747	-2.66360668580345	LUAD	EAA	ACH-000774
NA	-2.0533610306071	-0.555369128479142	-1.73783453184162	-1.39890960108639	-2.45255635077652	ESCC	EAA	ACH-000777
-3.93232729174467	-1.43363426224383	-1.38487884675314	-1.3586111949901	-1.7448158873083	-2.30467830354049	LUAD	NA	ACH-000779
NA	-0.662025452825721	-3.26452655993024	NA	-2.87753699927912	-3.10638014351998	LUAD	EA	ACH-000781
-4.0120433139086	-2.58758730528857	1.13134651605293	-1.27461302409809	-1.2386079544578	-0.902542299670773	BRCA	EA	ACH-000783
NA	-2.11044482749284	-1.00755322496802	-1.62052843301178	-1.129192577915	-2.18897461226129	ESCC	EAA	ACH-000784
NA	-0.826141996079391	-1.67480720211907	-2.12508198557523	NA	-3.70712200759068	LUAD	EA	ACH-000785
NA	-1.1434760641401	-0.63418594096742	-1.70502077364679	NA	-2.70072735254267	LUAD	EA	ACH-000787
NA	-0.764338766200773	-3.22140135067854	-1.56412412978327	-2.46841632278416	-4.55502988124881	LUAD	EAA	ACH-000791
NA	-2.52387304813384	-0.968363098323396	-1.36157156675476	-1.87373671792169	-2.86149957411704	KIRC	EAA	ACH-000792
-3.86415586449575	-1.65626823120347	-2.63759141584091	-0.583652500002079	-1.53224434442229	-2.60372345733699	STAD	EAA	ACH-000793
NA	-2.62044812253273	-1.96622983745781	-0.957164420184288	-1.73448858978031	-2.78298741733212	OV	EAA	ACH-000796
-4.07513166239101	-2.04370302088487	-2.37357234190064	-0.147611174496685	NA	-1.65109501866518	COAD	EA	ACH-000798
NA	-1.98677472987095	-0.905211337312595	-1.85701857478217	-1.17614128901012	-2.49075404085345	ESCC	EAA	ACH-000809
NA	-0.883591281259184	-1.49924369819999	-0.911697917605629	0.462671516619019	NA	OV	NA	ACH-000811
NA	NA	1.05834774360102	NA	-1.39884457730997	-1.22643067241901	BRCA	EA	ACH-000818
NA	-2.39968071372191	-2.36729216491207	-2.08619214098538	-1.89166781832913	-3.41542222581493	GBM	EA	ACH-000819
-0.986446209158569	-0.114819195329072	-2.4774964935814	-0.814163659659386	-2.07585225466447	-2.7584583452509	COAD	EA	ACH-000820
NA	-2.69003490058521	-1.02924126940005	-2.42063016377081	-0.877277646113567	-1.86858232759859	ESCC	EAA	ACH-000823
NA	-1.98828667908767	-0.0686707775308344	-1.51463427970879	-0.614200374003358	-1.59210335030565	ESCC	EAA	ACH-000824
NA	NA	-0.281262438638862	-1.16024723306121	-2.9832912714928	-1.9399479121721	BRCA	AA	ACH-000828
NA	-4.26888449927426	-1.75424811320225	-1.74146408744534	-2.7249321469983	-2.90415489718163	UCEC	EAA	ACH-000831
NA	-0.676445892380188	-0.539191389596169	-1.8693726112054	NA	NA	LUAD	EA	ACH-000837
-4.12664981681048	-1.38294394752297	-0.827699582030863	-1.67590748784117	-2.37277476189011	-3.37716175079491	LUAD	EA	ACH-000840
NA	-1.28153821856473	-0.132689876986653	-1.97303043422134	NA	-2.82684140739575	LUAD	EA	ACH-000841
NA	-1.80390601723272	-1.94819478122666	-1.12740049568269	-1.19228627403678	-4.42029469362241	COAD	NA	ACH-000842
NA	-0.402076396556982	-2.02732488317693	-2.62740356803525	-3.20060424430799	-3.13575033441538	LUAD	AA	ACH-000845
NA	-2.35859880074025	-0.913150411571602	-1.63894321541586	-1.13190112308124	-2.70199327715059	STAD	EAA	ACH-000847
-5.62512525719191	-1.78578561900433	-2.21809702159778	-2.06881565926678	-1.76002044947686	-3.95558778866126	LIHC	EAA	ACH-000848
NA	-3.34909413177396	-0.998245163851117	-1.67006530115654	-2.35264378428974	-2.90754504577428	BRCA	AA	ACH-000849
NA	NA	-2.1056890287355	-1.4452749437603	-1.25733848100561	-4.25479624311506	COAD	OA	ACH-000850
NA	-1.15621493758009	-3.28274314022235	NA	-1.90566355771271	-3.99962990180787	LUAD	EA	ACH-000851
NA	-0.0090577866879121	-2.87604871371569	-2.05398363419618	NA	-3.77634183729529	LUAD	NA	ACH-000852
-3.59109746449645	-1.84370614223346	-1.24026310137005	-1.14552402238922	-1.11872966250668	-2.40940303498267	ESCC	EAA	ACH-000855
NA	0.488545883517205	NA	0.855691702874278	1.55766164153577	-3.09382510945639	BRCA	EA	ACH-000856
NA	-2.44463486638808	-2.13177842760917	-0.924879160675719	-2.47238229062338	-2.940755902966	BRCA	OA	ACH-000857
NA	-2.54231354582024	-1.67914193778586	-0.718900773659172	-0.770552838710099	-3.30723070841778	BRCA	OA	ACH-000859
NA	-0.364982284128002	-2.08648378648832	-2.41781767831405	NA	-3.84883666961698	LUAD	EA	ACH-000860
NA	-0.79565031910966	-0.0155690163786385	-1.71682489398427	NA	-3.42455270039371	LUAD	EA	ACH-000861
NA	-1.94449629816254	-2.53068892466225	-1.21481353484706	-1.00536895138978	-3.29118298564492	GBM	EA	ACH-000863
NA	-0.499257534311953	NA	0.0204107121564687	0.763566663076447	NA	UCEC	EA	ACH-000864
NA	-1.94378925096432	-1.58350807457079	-1.75838335986002	-1.69657667187697	-2.7688838238257	ESCC	EAA	ACH-000865
NA	-1.40623944869193	-2.2699914817103	-1.81616794846892	-2.63763354379931	-4.75123294200581	LUAD	AA	ACH-000868
NA	-0.78723416078689	-2.53585864293588	-2.41586434347184	-4.02318482718228	-3.84757814557666	LUAD	EA	ACH-000869
NA	-2.79100578480867	-0.75788042603478	-2.05401350199984	-1.29670129531121	-2.93839922537416	ESCC	EAA	ACH-000873
NA	-0.364682514772753	-0.388573936183282	-2.14279386496721	NA	-3.19335893447025	LUAD	EA	ACH-000875
NA	-2.70895779258526	1.37590677855762	-0.959722178588365	-3.01755225193649	-1.1828770784238	BRCA	EA	ACH-000876
NA	0.276465999035653	NA	0.590534184014572	0.961879733104695	-1.63388835193874	UCEC	EA	ACH-000879
-3.98238613699936	NA	NA	-2.33122680523336	-4.54379084080198	-4.37461247666432	STAD	NA	ACH-000880
NA	0.790941635742447	NA	1.32349043126375	1.63597832473905	-1.46116605510675	OV	EA	ACH-000885
NA	-0.699695687607762	-0.0218333313685348	NA	-3.22151220674353	-2.87460522116756	LUAD	EA	ACH-000886
NA	-0.345556359927434	-3.02365579612687	-2.09506055449046	-3.56896263930499	-5.01068929604854	LUAD	EA	ACH-000888
NA	-1.12214508444064	0.464942070226082	NA	-1.83752078009832	-1.62463926295847	LUAD	EA	ACH-000892
NA	-0.640976336496012	-0.912749149188325	-2.08338372699231	-4.07806593228837	-4.93290275502032	LUAD	EA	ACH-000893
-1.96094278335028	1.62906286837664	NA	2.56598876551202	2.2717289374741	0.0415614299970984	COAD	EA	ACH-000895
NA	0.0977798609779805	NA	0.52045142611164	0.368206743436685	-3.50897288555292	THCA	EA	ACH-000897
NA	NA	NA	-2.70557633863892	NA	-4.36057890498983	STAD	NA	ACH-000898
NA	-0.362855179548275	-1.68726126222332	-2.06286579577686	NA	-4.78442892749794	LUAD	AA	ACH-000900
NA	-1.10445743274407	2.10300628267419	-0.51757483913892	-0.0700559465652308	-0.463368912000433	BRCA	EA	ACH-000902
NA	0.0931276864514828	NA	0.690072197675662	0.568883318405819	-2.41496019666229	THCA	EA	ACH-000903
NA	-1.74288034230138	-0.819913558651382	NA	-1.10653276770583	-1.99267225119181	OV	EA	ACH-000906
NA	-1.24544401876317	NA	-0.0373105317736421	-0.399650264390484	-2.71796342581277	KIRC	NA	ACH-000907
NA	-0.930729315659622	NA	0.69973943996125	0.0377031408441376	-1.7834337694481	STAD	NA	ACH-000908
NA	-0.276122940676103	NA	0.488467734129433	0.777980078530343	-3.45840191495439	UCEC	EAA	ACH-000909
NA	-1.56087798299111	1.45032772324411	-0.805094994502238	-1.41843121992738	-1.30057612742521	BRCA	EA	ACH-000910
-2.69796656230328	0.77599535410254	NA	0.734333987533503	1.23814082733189	NA	STAD	EAA	ACH-000911
1.78783612635114	NA	-1.28539786221735	-0.304630538868954	0.350715951954826	0.972275426870732	UCEC	EA	ACH-000913
NA	-0.526749256696183	-0.819239001796554	NA	-2.99161543962411	-3.0958608128904	LUAD	EA	ACH-000916
NA	-0.710110885420264	-1.8405001667135	-1.34008194397435	-2.01191584648758	-5.28257324030444	ESCC	EAA	ACH-000917
NA	-0.565313017684151	NA	0.769315050868919	0.521091110836506	-2.38397658535926	STAD	EAA	ACH-000919
NA	0.616685722691923	NA	1.30107748527762	1.32535093567381	-0.855802398456665	LUAD	EA	ACH-000925
NA	NA	NA	-3.80097987141689	NA	-4.52614259919291	COAD	EA	ACH-000926
NA	NA	1.54917894000865	-1.15644074803169	NA	-0.827954869156884	BRCA	EA	ACH-000927
NA	0.827445332870637	NA	1.93960236871722	1.31121700755945	-1.47464545597489	UCEC	EAA	ACH-000928
NA	-4.14413478101238	NA	-1.92967175007187	0.076663630304591	NA	BRCA	AA	ACH-000930
NA	0.38656461001288	NA	1.02877013046258	1.29161782569814	-1.29611759668767	STAD	EAA	ACH-000932
-3.26235179369921	-1.73385741550153	1.02092708693804	-1.46651237796095	NA	-1.57785776182607	BRCA	EA	ACH-000934
NA	-2.40996009472055	0.226531191947601	NA	-0.148687973369303	-1.19042508173244	COAD	EA	ACH-000935
-3.42717433150479	0.674689343893319	NA	1.68932342318621	1.20203381676609	-0.991907440725774	OV	EA	ACH-000936
NA	-0.659471032223866	NA	-0.55148420352107	0.81146388386678	-3.11089087501506	UCEC	EA	ACH-000940
NA	-0.249136338617812	NA	-0.0974284512651064	0.663129008269201	-3.58583645808039	COAD	AA	ACH-000943
NA	-0.50445569394295	-1.93359575920569	NA	-4.32208015486034	-3.55866207928026	LUAD	EA	ACH-000945
NA	-0.389568260331243	NA	-0.281264655427735	0.890710356903492	-2.97770632589594	UCEC	EAA	ACH-000946
NA	0.205131199949517	NA	0.14891149369197	0.791151931066565	-3.0569937697724	OV	EAA	ACH-000947
NA	0.452089509373063	NA	1.14622198329119	0.986830122808491	-1.62709161246573	STAD	EAA	ACH-000949
NA	1.37015050924405	NA	2.21845793944267	2.04742749030694	-0.681025560227064	COAD	EA	ACH-000950
NA	-0.70541604995809	-1.05905779775586	NA	-4.97998816744521	-3.15274011514909	LUAD	EA	ACH-000951
NA	-1.28358929466399	NA	0.852485714756824	0.325862861168814	-1.94865473591615	PRAD	AA	ACH-000952
NA	1.00050304831907	NA	1.91654597823731	1.55136484507098	-1.03785191433638	COAD	NA	ACH-000955
NA	0.964149545306634	NA	2.13545773077194	1.80724537139878	-0.904318032299835	PRAD	EA	ACH-000956
NA	-0.254220302355807	NA	0.55984289157636	0.795870773994762	NA	COAD	EA	ACH-000957
NA	1.21309790831599	-1.01805638253489	1.65116501742491	2.2711890843248	-3.19110820593831	COAD	EA	ACH-000958
NA	1.21071642031041	NA	1.43364112662573	1.8773792554506	-1.9509508702902	COAD	NA	ACH-000959
NA	-1.11047475044702	NA	-0.823810790422327	0.0981078653652785	-4.19113715689907	UCEC	EAA	ACH-000961
NA	0.908463937207002	NA	1.44375003464393	1.64674030707229	-1.82452279384135	OV	EA	ACH-000962
NA	-1.00272141209704	NA	-0.0132922179836207	0.503981633700806	-3.29059375535906	COAD	EAA	ACH-000963
NA	0.952941527452874	-1.54887041147569	2.1144680895779	2.09043832329111	-0.506844427291424	UCEC	EA	ACH-000965
NA	0.672919686347943	NA	1.05033889835708	1.53413861427241	-1.55139357986998	OV	EA	ACH-000966
NA	1.08576067943376	0.423075192723584	0.659702548095486	2.44262166545582	NA	COAD	EA	ACH-000969
NA	-1.44235290141089	NA	-1.0025955441276	0.0634081268017116	-3.70086974310815	COAD	NA	ACH-000970
NA	-0.0242204604458228	NA	0.584048093056516	1.17367816217447	-2.45255937125045	COAD	EA	ACH-000971
NA	0.405391915862137	NA	0.982235396058929	1.3016606663522	-1.94492733789623	UCEC	EAA	ACH-000972
NA	1.98189744921508	NA	2.26163367813845	2.44638959905907	-1.64006610834891	UCEC	NA	ACH-000974
-1.77923828518722	0.489682619556708	NA	-1.03357308758161	0.805238536761174	NA	PRAD	EA	ACH-000977
NA	NA	NA	-3.44442698540117	-0.852005815500084	NA	UCEC	EAA	ACH-000978
NA	0.442856139812526	-2.42073120826181	-1.29072229120412	0.145081754616978	NA	PRAD	EA	ACH-000979
NA	-2.57339729579029	NA	-1.18536531782314	0.367792579398593	NA	COAD	EA	ACH-000982
NA	1.76887362238625	NA	2.57072591334454	2.61538325441843	-0.330831061280827	UCEC	EAA	ACH-000984
NA	1.05818478730634	NA	0.850645261963331	2.13267114568974	NA	COAD	EA	ACH-000985
NA	-1.20799588936321	NA	-2.44028459726431	0.374368044164188	NA	UCEC	EA	ACH-000988
NA	-1.77669216926248	NA	-0.765173700206033	0.427327817433507	NA	UCEC	EAA	ACH-000990
5.40742770535781	NA	NA	NA	3.86912468203997	4.770829371227	COAD	NA	ACH-000991
0.744934553229491	NA	NA	NA	-1.80134206309027	0.0826809580010199	UCEC	EAA	ACH-000993
NA	0.877946100431297	-0.81244608621476	1.57033469807014	2.22588783213401	-2.47969910413322	UCEC	EAA	ACH-000994
1.11217701707801	NA	NA	-2.60347924155613	-0.658924974088158	0.1815659893206	UCEC	EAA	ACH-000996
-3.23407093541988	0.184828208072636	NA	-0.743174253497839	0.810592425438397	NA	COAD	EAA	ACH-000998
-3.11317243717917	-1.758120232824	-2.81175364510949	-1.67696677279213	-1.48278944241828	-2.65184355714044	GBM	EA	ACH-001016
-3.47906062687163	-2.32936150874509	-3.19237460405365	-1.53184826025368	-2.91366977259756	-3.45754775421075	LIHC	NA	ACH-001021
-3.09182004839013	-3.3370603066657	-1.78350995123649	-1.43823159929899	-1.12733042774431	-3.56278351282346	THCA	EA	ACH-001023
-3.24830938935906	-3.37703203351484	-2.50480211318916	-1.33004628428265	-3.36878135206113	-2.31456360306439	COAD	EA	ACH-001039
NA	-1.79646049726947	-2.96404410009592	-1.26307415274835	-1.2957569953878	-3.29928053284702	LUAD	NA	ACH-001041
NA	-0.233611068584411	NA	-0.279543855948762	0.337709450933161	NA	OV	EA	ACH-001042
NA	-4.26627489528364	-4.04940532494505	-1.1361667014685	-1.95815858174359	-3.48134769751726	OV	EA	ACH-001048
NA	-0.590854401078487	NA	-0.659912120180418	-0.0298434226868475	-3.86717132360787	OV	AA	ACH-001063
NA	-2.50353246480512	0.314986994346971	NA	-0.883443435744502	-2.48765363376165	BRCA	EA	ACH-001065
-3.29998449587562	-2.1788728355827	-2.92393812119341	-0.697576622848983	-2.00207245960003	-3.61067820122873	COAD	NA	ACH-001078
0.524191485020712	NA	NA	NA	-1.22374779913962	0.126111337667498	COAD	EA	ACH-001081
NA	-4.89674546575355	-2.84633763660436	-1.76114217380505	-1.64564041841989	-3.79179150835072	LIHC	EAA	ACH-001089
2.99828397947494	5.20781245951108	1.78790634143888	4.16551023855995	5.09400809325887	1.46650635424496	COAD	EA	ACH-001091
NA	-3.87089086587866	-2.81463374410197	-1.27882692390617	-0.840390013895915	-2.3768026314704	GBM	EA	ACH-001118
NA	-0.803275865487362	-2.46676917338093	-2.14810321443323	-2.18200177310489	-3.60693826466825	LUAD	EA	ACH-001137
NA	1.35529921650868	NA	1.89806643576797	2.08836901995739	-1.76928157382903	OV	EA	ACH-001145
-4.07269449845852	-3.73265087500409	-1.54826286647772	-0.407916106134128	-1.82953456781747	-2.28894466539136	OV	EA	ACH-001151
-3.79463228150724	-2.15795094863988	NA	-0.826122109772064	-1.68545409474302	-3.06283452706054	KIRC	NA	ACH-001192
NA	2.92800819571889	NA	3.53854693146433	3.34081912163372	1.03894585767938	COAD	NA	ACH-001199
NA	-4.0816458006699	-2.16083081193655	-1.33631880838825	-1.76205836944162	-3.05288792159788	KIRC	EA	ACH-001208
NA	-0.34085180896729	-2.70136285736843	-2.55178653349683	-3.91097856456283	-4.36216567456179	LUAD	EA	ACH-001233
-2.92697867568811	-2.46587251267931	-1.82287939529716	-1.08422020265081	-1.42559329027371	-1.67522426342979	THCA	EAA	ACH-001306
NA	-3.10715712529807	-0.907914703073252	-0.811078238907572	-1.48360362246439	-2.89974223849425	THCA	EAA	ACH-001307
NA	-0.573558785811903	NA	-2.03860805324154	-1.59786227253905	-2.86852984650074	LIHC	AA	ACH-001318
-4.8533547561242	-3.54354397521666	-1.46948764781586	-1.13485073950909	-1.30135266275071	-2.63963060725872	THCA	NA	ACH-001321
NA	-2.98471223347086	NA	-1.36226219423525	0.296682829935274	NA	COAD	EA	ACH-001345
NA	NA	-1.67900958443531	-1.10707920461994	-2.47703668234891	-2.68515335174977	THCA	EAA	ACH-001350
NA	NA	-0.201710521479506	-1.14007561144907	-3.32215404550556	-2.55624257973313	BRCA	EA	ACH-001358
NA	NA	-2.94590148807384	-0.665615624169127	-1.68661654702391	-2.48062963095462	EAC	EA	ACH-001368
NA	-2.85963957465804	-2.18973547767706	-1.2249641373283	-2.12734573184017	-2.79984768969935	OV	EA	ACH-001373
-3.19864053745005	-1.57226237796326	-2.42522668393632	-0.810055502600325	-1.39019737772854	-3.25614459613212	OV	NA	ACH-001374
NA	-3.89827157468495	NA	-1.0565109474258	-1.67345481890956	-2.51560280094543	PRAD	EA	ACH-001383
NA	-3.06758367446537	NA	-1.36833848564511	-1.61258447091123	-2.29530017301269	THCA	NA	ACH-001384
-3.42058297305975	-1.81736072192211	-2.22737088524743	-1.67991195798061	-1.75202697282898	-3.57821661249907	KIRC	NA	ACH-001398
NA	-2.1213227779446	-2.03675017137203	-0.94653580949238	-1.91509451617415	-2.87240487538098	OV	EA	ACH-001418
-4.73043531260044	-2.36356831150144	-2.21887205675419	-1.70503125682516	-1.40174838311762	-3.17387050767094	THCA	EAA	ACH-001443
NA	-2.72489915451338	-2.50350183791327	-0.881782703761304	-2.08212499739007	-2.68911558888789	PRAD	EA	ACH-001453
NA	NA	-2.42709578030777	-0.871134366050427	-3.30668442152739	-2.88547507582139	EAC	EA	ACH-001496
NA	NA	-2.60293254928991	-0.594581227997191	-1.82630646432458	-2.9945200710652	EAC	EA	ACH-001497
NA	NA	-2.0173105719394	-1.05562716980617	-2.6931914557677	-2.72857993704558	EAC	EA	ACH-001500
NA	4.53691085574191	NA	4.96930835452511	4.58342947749524	1.69425499475951	UCEC	EAA	ACH-001517
